Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,60488,4,2,108,166,27,27,27.0,0.0,83,83,83.0,0.0,4529.824097,99.19322841,12097.6,16571.31916,31110,4,29374,9791.333333,16952.1586,29366,4,4,4.0,0.0,4,4,0,0,0,0,104,64,66.12881894,33.06440947,27,83,43.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,50.16666667,27.0,83.0,104,0,0,0,0,0,0,4,108,2,166,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32197,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,8758.579992,124.2351772,10732.33333,18584.6165,32192,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,64,40,62.1175886,62.1175886,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49655,1,2,0,20,0,14,6,10.0,5.656854249,0,0,0.0,0.0,20000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,6,14,11.33333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,17.0,10.0,0.0,40,0,0,0,0,0,0,2,20,0,0,229,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31487,2,2,86,342,43,43,43.0,0.0,171,171,171.0,0.0,13592.91136,127.0365548,10495.66667,18172.09972,31479,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,63.51827738,63.51827738,43,171,94.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,117.75,43.0,171.0,40,0,0,0,0,0,0,2,86,2,342,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,91145,2,2,66,216,33,33,33.0,0.0,108,108,108.0,0.0,3093.971145,43.88611553,30381.66667,52578.4278,91094,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,80,64,21.94305777,21.94305777,33,108,63.0,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,78.75,33.0,108.0,80,0,0,0,0,0,0,2,66,2,216,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,137252,1,1,55,147,55,55,55.0,0.0,147,147,147.0,0.0,1471.745403,14.57173666,137252.0,0.0,137252,137252,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7.28586833,7.28586833,55,147,85.66666667,53.11622477,2821.333333,0,0,0,0,0,0,0,0,1,128.5,55.0,147.0,32,0,0,0,0,0,0,1,55,1,147,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,526001,1,1,46,95,46,46,46.0,0.0,95,95,95.0,0.0,268.0603269,3.80227414,526001.0,0.0,526001,526001,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,1.90113707,1.90113707,46,95,62.33333333,28.29016319,800.3333333,0,0,0,0,0,0,0,0,1,93.5,46.0,95.0,20,0,0,0,0,0,0,1,46,1,95,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5410992,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.739235985,1803664.0,3123267.807,5410103,128,5410992,2705496.0,3824891.9,5410103,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.554426989,0.184808996,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
53,230,2,2,94,474,47,47,47.0,0.0,237,237,237.0,0.0,2469565.217,17391.30435,76.66666667,125.8623587,222,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,8695.652174,8695.652174,47,237,123.0,104.0672859,10830.0,0,0,0,0,0,0,0,0,1,153.75,47.0,237.0,40,0,0,0,0,0,0,2,94,2,474,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65778005,15,16,866,6606,486,0,57.73333333,130.3333455,1677,0,412.875,649.9793715,113.5942022,0.471282156,2192600.167,4061424.478,10000000,1,61000000,4358673.5,5104677.339,10000000,190,65700000,4382325.0,4930198.52,10100000,3,0,0,0,0,312,404,0.228039753,0.243242403,0,1677,233.5,495.3867827,245408.0645,0,0,0,1,0,0,0,0,1,241.0322581,57.73333333,412.875,312,0,0,0,0,0,0,15,866,16,6606,8192,239,14,20,169912.6667,309681.5472,802047,43129,10000000.0,7782.990884,10000000,9984457,BENIGN
443,116494375,25,21,1552,8771,644,0,62.08,165.9213971,1418,0,417.6666667,603.0968689,88.61372062,0.394868851,2588763.889,4333938.765,10000000,3,116000000,4853932.292,4979608.031,10000000,3,111000000,5570680.7,5079285.136,10000000,48,0,0,0,0,808,680,0.214602636,0.180266215,0,1418,219.6382979,452.7118973,204948.062,0,0,0,1,0,0,0,0,0,224.4130435,62.08,417.6666667,808,0,0,0,0,0,0,25,1552,21,8771,29200,369,5,32,111868.3333,260031.1409,937578,36678,9595996.0,1433503.972,10000000,5044022,BENIGN
443,118530064,22,19,1397,5029,1008,0,63.5,217.4501037,1418,0,264.6842105,512.3411464,54.21409373,0.345903804,2963251.6,4481758.84,10000000,4,119000000,5644288.762,4864330.527,10100000,4,114000000,6314872.5,4864134.118,10100000,48,0,0,0,0,712,616,0.185606919,0.160296885,0,1418,153.0,387.4395626,150109.4146,0,0,0,1,0,0,0,0,0,156.7317073,63.5,264.6842105,712,0,0,0,0,0,0,22,1397,19,5029,29200,370,4,32,321162.1818,944251.9972,3168189,36265,10000000.0,5647.027501,10000000,10000000,BENIGN
443,5180104,8,6,375,3888,194,0,46.875,72.74110157,1460,0,648.0,677.0867005,822.9564503,2.702648441,398469.5385,1274989.142,4637111,33,5180104,740014.8571,1721316.173,4637111,49,253767,50753.4,68723.65815,133043,48,0,0,0,0,172,132,1.544370538,1.158277903,0,1460,284.2,510.9325088,261052.0286,0,0,0,1,0,0,0,0,0,304.5,46.875,648.0,172,0,0,0,0,0,0,8,375,6,3888,8192,30,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,86710,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,207.5885134,34.59808557,43355.0,61243.93253,86661,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,20,23.06539038,11.53269519,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,254,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,52869,4,1,209,0,197,0,52.25,96.54144188,0,0,0.0,0.0,3953.167262,94.57337949,13217.25,17355.45686,36777,18,52869,17623.0,18330.73954,36795,269,0,0.0,0.0,0,0,0,0,0,0,92,32,75.65870359,18.9146759,0,197,34.83333333,79.49947589,6320.166667,0,0,0,1,0,0,0,0,0,41.8,52.25,0.0,92,0,0,0,0,0,0,4,209,1,0,8192,42780,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,70686,6,8,1011,5057,517,0,168.5,243.2223263,1978,0,632.125,839.4982239,85844.43879,198.0590216,5437.384615,10031.47721,23098,2,46760,9352.0,12595.8595,23152,117,47609,6801.285714,11272.13152,23310,2,0,0,0,0,200,264,84.88243782,113.1765838,0,1978,404.5333333,662.3220911,438670.5524,0,0,0,1,0,0,0,0,1,433.4285714,168.5,632.125,200,0,0,0,0,0,0,6,1011,8,5057,29200,243,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64100269,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.031201117,64100000.0,0.0,64100000,64100000,64100000,64100000.0,0.0,64100000,64100000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.031201117,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,82886,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,2726.636585,48.25905461,27628.66667,47849.05826,82880,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,24.1295273,24.1295273,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,40,0,0,0,0,0,0,2,68,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23606602,2,2,88,196,44,44,44.0,0.0,136,60,98.0,53.74011537,12.03053281,0.169444124,7868867.333,13600000.0,23500000,30478,23600000,23600000.0,0.0,23600000,23600000,23600000,23600000.0,0.0,23600000,23600000,0,0,0,0,52,64,0.084722062,0.084722062,44,136,65.6,39.95997998,1596.8,0,0,0,0,0,0,0,0,1,82.0,44.0,98.0,52,0,0,0,0,0,0,2,88,2,196,-1,-1,1,20,53492.0,0.0,53492,53492,23500000.0,0.0,23500000,23500000,BENIGN
52316,3536,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3393.665158,565.6108597,3536.0,0.0,3536,3536,3536,3536.0,0.0,3536,3536,0,0.0,0.0,0,0,0,0,0,0,40,0,565.6108597,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,6570,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,590207,1,1,43,183,43,43,43.0,0.0,183,183,183.0,0.0,382.9165022,3.388641612,590207.0,0.0,590207,590207,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,1.694320806,1.694320806,43,183,89.66666667,80.82903769,6533.333333,0,0,0,0,0,0,0,0,1,134.5,43.0,183.0,20,0,0,0,0,0,0,1,43,1,183,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5289620,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,2.268593963,1.134296982,1057924.0,1842979.419,4265608,69,5289620,1763206.667,2219887.635,4265608,30974,993015,993015.0,0.0,993015,993015,0,0,0,0,104,64,0.756197988,0.378098994,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2524,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,205,2,2,78,254,39,39,39.0,0.0,127,127,127.0,0.0,1619512.195,19512.19512,68.33333333,78.21338334,155,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,9756.097561,9756.097561,39,127,74.2,48.19958506,2323.2,0,0,0,0,0,0,0,0,1,92.75,39.0,127.0,64,0,0,0,0,0,0,2,78,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,209,2,2,58,190,29,29,29.0,0.0,95,95,95.0,0.0,1186602.871,19138.75598,69.66666667,118.0776581,206,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,40,40,9569.37799,9569.37799,29,95,55.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,69.25,29.0,95.0,40,0,0,0,0,0,0,2,58,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23352,1,1,47,110,47,47,47.0,0.0,110,110,110.0,0.0,6723.192874,85.6457691,23352.0,0.0,23352,23352,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.82288455,42.82288455,47,110,68.0,36.37306696,1323.0,0,0,0,0,0,0,0,0,1,102.0,47.0,110.0,20,0,0,0,0,0,0,1,47,1,110,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49896,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,8725,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,205184,1,1,49,147,49,49,49.0,0.0,147,147,147.0,0.0,955.2401747,9.747348721,205184.0,0.0,205184,205184,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,4.873674361,4.873674361,49,147,81.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,0,1,122.5,49.0,147.0,20,0,0,0,0,0,0,1,49,1,147,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47899,521,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,46065.25912,7677.543186,173.6666667,297.3370702,517,1,521,173.6666667,297.3370702,517,1,0,0.0,0.0,0,0,0,0,0,0,80,0,7677.543186,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,4380,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10910144,10,9,1359,1886,472,0,135.9,214.2918311,415,0,209.5555556,196.3683472,297.4296215,1.741498554,606119.1111,2281129.839,9739954,4,10900000,1212141.556,3200440.364,9739954,8120,10900000,1357006.125,3390074.077,9740881,13159,0,0,0,0,236,192,0.916578186,0.824920368,0,472,162.25,201.9877211,40799.03947,0,0,0,1,0,0,0,0,0,170.7894737,135.9,209.5555556,236,0,0,0,0,0,0,10,1359,9,1886,8192,247,7,20,1169320.0,0.0,1169320,1169320,9739954.0,0.0,9739954,9739954,BENIGN
443,62431219,24,23,23348,4480,5379,0,972.8333333,1810.672843,1822,0,194.7826087,470.3801129,445.7385335,0.752828485,1357200.413,3380449.107,10000000,30,62400000,2714400.826,4472255.173,10100000,50,62300000,2833073.955,4558691.748,10100000,225,0,0,0,0,492,544,0.384423056,0.368405429,0,5379,579.75,1366.211184,1866533.0,0,0,0,1,0,0,0,0,0,592.0851064,972.8333333,194.7826087,492,0,0,0,0,0,0,24,23348,23,4480,8192,299,23,20,354024.1667,613484.431,1606294,103369,9988533.833,28994.23666,10000000,9929351,BENIGN
80,5678362,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.704428495,1892787.333,3277806.282,5677672,90,5678362,2839181.0,4014232.469,5677672,690,0,0.0,0.0,0,0,0,0,0,0,104,40,0.528321372,0.176107124,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,23747,1,1,49,114,49,49,49.0,0.0,114,114,114.0,0.0,6864.024929,84.22116478,23747.0,0.0,23747,23747,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,42.11058239,42.11058239,49,114,70.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,106.0,49.0,114.0,20,0,0,0,0,0,0,1,49,1,114,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,58,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,206896.5517,34482.75862,58.0,0.0,58,58,58,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0,0,0,40,0,34482.75862,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,6839115,2,2,109,219,65,44,54.5,14.8492424,124,95,109.5,20.50609665,47.95942165,0.584870996,2279705.0,3453708.026,6267425,245028,6512453,6512453.0,0.0,6512453,6512453,6594087,6594087.0,0.0,6594087,6594087,0,0,0,0,40,40,0.292435498,0.292435498,44,124,74.4,34.71743078,1205.3,0,0,0,0,0,0,0,0,1,93.0,54.5,109.5,40,0,0,0,0,0,0,2,109,2,219,-1,-1,1,20,245028.0,0.0,245028,245028,6267425.0,0.0,6267425,6267425,BENIGN
80,119372446,28,20,3073,5572,439,0,109.75,193.5808043,796,0,278.6,389.530946,72.42039758,0.402102844,2539839.277,4246608.738,10000000,41,119000000,4421201.704,4843573.598,10000000,64,114000000,6022214.0,4858407.548,10000000,630,0,0,0,0,904,648,0.234559992,0.167542852,0,796,176.4285714,297.8791002,88731.95833,0,0,0,1,0,0,0,0,0,180.1041667,109.75,278.6,904,0,0,0,0,0,0,28,3073,20,5572,29200,298,7,32,379863.7273,1181070.079,3940924,23698,10000000.0,7054.364328,10000000,10000000,BENIGN
443,905801,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,13.24794298,2.207990497,905801.0,0.0,905801,905801,905801,905801.0,0.0,905801,905801,0,0.0,0.0,0,0,0,0,0,0,40,0,2.207990497,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,93770,2,2,86,242,43,43,43.0,0.0,121,121,121.0,0.0,3497.920444,42.65756639,31256.66667,54136.40269,93768,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,40,21.32878319,21.32878319,43,121,74.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,92.75,43.0,121.0,80,0,0,0,0,0,0,2,86,2,242,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115216407,19,20,500,14116,398,0,26.31578947,90.01793194,3890,0,705.8,1132.148939,126.8569328,0.338493458,3032010.711,4579637.911,10000000,24,115000000,6400911.5,4796022.092,10000000,85,110000000,5800001.526,5079910.472,10000000,47,0,0,0,0,392,544,0.164907069,0.173586389,0,3890,365.4,864.3192905,747047.8359,0,0,0,1,0,0,0,0,1,374.7692308,26.31578947,705.8,392,0,0,0,0,0,0,19,500,20,14116,8192,946,18,20,16700.72727,5178.369069,32310,14973,10000000.0,3859.836973,10000000,9999481,BENIGN
40796,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,430,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,102564.1026,17094.01709,117.0,0.0,117,117,117,117.0,0.0,117,117,0,0.0,0.0,0,0,0,0,0,0,40,0,17094.01709,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,40880,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1339431,41,42,2728,6634,456,0,66.53658537,110.1299454,976,0,157.952381,319.0798472,6989.535109,61.9666112,16334.52439,106216.226,955305,0,1339431,33485.775,159468.199,995820,1,384021,9366.365854,23375.59194,119441,1,0,0,0,0,1328,1360,30.61001276,31.35659844,0,976,111.452381,241.6156664,58378.13024,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5030897,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.79508684,1676965.667,2903686.495,5029854,158,5030897,2515448.5,3555906.359,5029854,1043,0,0.0,0.0,0,0,0,0,0,0,104,40,0.59631513,0.19877171,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
51395,12,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1000000.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,83333.33333,83333.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,4728,64075,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52147,5,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,2400000.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,200000.0,200000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,130,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,18294,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,655.9527714,109.3254619,18294.0,0.0,18294,18294,18294,18294.0,0.0,18294,18294,0,0.0,0.0,0,0,0,0,0,0,40,0,109.3254619,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116176817,21,17,1389,5895,431,0,66.14285714,152.6411759,1963,0,346.7647059,771.1989472,62.69753457,0.327087632,3139913.973,4603022.534,10000000,61,116000000,5808840.85,4923264.799,10000000,110,111000000,6931991.063,4758144.873,10000000,647,0,0,0,0,444,496,0.180758955,0.146328678,0,1963,186.7692308,532.0658577,283094.0769,0,0,0,1,0,0,0,0,0,191.6842105,66.14285714,346.7647059,444,0,0,0,0,0,0,21,1389,17,5895,8192,1013,19,20,82685.0,150694.4669,537043,37033,10000000.0,478.812983,10000000,9999569,BENIGN
3246,90,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,133333.3333,22222.22222,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11111.11111,11111.11111,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,96065,1,1,53,248,53,53,53.0,0.0,248,248,248.0,0.0,3133.295165,20.81923697,96065.0,0.0,96065,96065,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.40961849,10.40961849,53,248,118.0,112.5833025,12675.0,0,0,0,0,0,0,0,0,1,177.0,53.0,248.0,32,0,0,0,0,0,0,1,53,1,248,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,190,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1705263.158,21052.63158,63.33333333,69.28443789,139,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,10526.31579,10526.31579,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,87354,6,6,1566,3369,911,0,261.0,375.3483715,1460,0,561.5,642.227919,56494.26472,137.3720723,7941.272727,9598.611505,23892,32,61155,12231.0,11457.31528,25333,226,63787,12757.4,14018.40391,31038,231,0,0,0,0,132,132,68.68603613,68.68603613,0,1460,379.6153846,515.8918715,266144.4231,0,0,0,1,0,0,0,0,1,411.25,261.0,561.5,132,0,0,0,0,0,0,6,1566,6,3369,8192,63,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1108,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,198555.9567,3610.108303,369.3333333,595.9247715,1057,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,40,40,1805.054152,1805.054152,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,40,0,0,0,0,0,0,2,94,2,126,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
137,4,1,1,62,62,62,62,62.0,0.0,62,62,62.0,0.0,31000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,250000.0,250000.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,1,93.0,62.0,62.0,20,0,0,0,0,0,0,1,62,1,62,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61594,2,2,74,286,37,37,37.0,0.0,143,143,143.0,0.0,5844.725136,64.9413904,20531.33333,35555.25031,61587,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,32.4706952,32.4706952,37,143,79.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,99.25,37.0,143.0,40,0,0,0,0,0,0,2,74,2,286,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,54118,1,1,56,93,56,56,56.0,0.0,93,93,93.0,0.0,2753.242914,36.95628072,54118.0,0.0,54118,54118,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,18.47814036,18.47814036,56,93,68.33333333,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1,102.5,56.0,93.0,32,0,0,0,0,0,0,1,56,1,93,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
